	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.intellij.util.messages.impl.MessageBusConnectionImpl.deliverMessage(MessageBusConnectionImpl.java:117)
	at com.intellij.util.messages.impl.MessageBusImpl.doPumpMessages(MessageBusImpl.java:426)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpWaitingBuses(MessageBusImpl.java:387)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:376)
	at com.intellij.util.messages.impl.MessageBusImpl.sendMessage(MessageBusImpl.java:357)
	at com.intellij.util.messages.impl.MessageBusImpl.access$200(MessageBusImpl.java:43)
	at com.intellij.util.messages.impl.MessageBusImpl$2.invoke(MessageBusImpl.java:208)
	at com.sun.proxy.$Proxy21.projectClosed(Unknown Source)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.fireProjectClosed(ProjectManagerImpl.java:785)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.lambda$closeProject$15(ProjectManagerImpl.java:679)
	at com.intellij.openapi.application.impl.ApplicationImpl.runWriteAction(ApplicationImpl.java:1010)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.closeProject(ProjectManagerImpl.java:676)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.closeAndDisposeAllProjects(ProjectManagerImpl.java:620)
	at com.intellij.openapi.application.impl.ApplicationImpl.lambda$disposeSelf$6(ApplicationImpl.java:232)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:137)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:95)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:85)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:71)
	at com.intellij.openapi.application.impl.ApplicationImpl.disposeSelf(ApplicationImpl.java:230)
	at com.intellij.openapi.application.impl.ApplicationImpl.doExit(ApplicationImpl.java:772)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:748)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:737)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:714)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:709)
	at com.intellij.openapi.wm.impl.IdeFrameImpl$3.windowClosing(IdeFrameImpl.java:272)
	at java.awt.AWTEventMulticaster.windowClosing(AWTEventMulticaster.java:349)
	at java.awt.AWTEventMulticaster.windowClosing(AWTEventMulticaster.java:349)
	at java.awt.Window.processWindowEvent(Window.java:2054)
	at javax.swing.JFrame.processWindowEvent(JFrame.java:305)
	at java.awt.Window.processEvent(Window.java:2013)
	at java.awt.Component.dispatchEventImpl(Component.java:4903)
	at java.awt.Container.dispatchEventImpl(Container.java:2295)
	at java.awt.Window.dispatchEventImpl(Window.java:2746)
	at java.awt.Component.dispatchEvent(Component.java:4725)
	at java.awt.EventQueue.dispatchEventImpl(EventQueue.java:764)
	at java.awt.EventQueue.access$500(EventQueue.java:98)
	at java.awt.EventQueue$3.run(EventQueue.java:715)
	at java.awt.EventQueue$3.run(EventQueue.java:709)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:80)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:90)
	at java.awt.EventQueue$4.run(EventQueue.java:737)
	at java.awt.EventQueue$4.run(EventQueue.java:735)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:80)
	at java.awt.EventQueue.dispatchEvent(EventQueue.java:734)
	at com.intellij.ide.IdeEventQueue.defaultDispatchEvent(IdeEventQueue.java:786)
	at com.intellij.ide.IdeEventQueue._dispatchEvent(IdeEventQueue.java:727)
	at com.intellij.ide.IdeEventQueue.dispatchEvent(IdeEventQueue.java:395)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:201)
	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:116)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:105)
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101)
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:93)
	at java.awt.EventDispatchThread.run(EventDispatchThread.java:82)
2018-06-28 12:36:31,378 [ 127577]  ERROR - .impl.MessageBusConnectionImpl - IntelliJ IDEA 2018.1.4  Build #IC-181.5087.20 
2018-06-28 12:36:31,378 [ 127577]  ERROR - .impl.MessageBusConnectionImpl - JDK: 1.8.0_152-release 
2018-06-28 12:36:31,379 [ 127578]  ERROR - .impl.MessageBusConnectionImpl - VM: OpenJDK 64-Bit Server VM 
2018-06-28 12:36:31,379 [ 127578]  ERROR - .impl.MessageBusConnectionImpl - Vendor: JetBrains s.r.o 
2018-06-28 12:36:31,379 [ 127578]  ERROR - .impl.MessageBusConnectionImpl - OS: Windows 7 
2018-06-28 12:36:31,379 [ 127578]  ERROR - .impl.MessageBusConnectionImpl - Last Action: ActivateTestDoxonToolWindow 
2018-06-28 12:36:31,379 [ 127578]  ERROR - .impl.MessageBusConnectionImpl - Current Command: Exit 
2018-06-28 12:36:31,954 [ 128153]   INFO - stubs.SerializationManagerImpl - START StubSerializationManager SHUTDOWN 
2018-06-28 12:36:31,955 [ 128154]   INFO - stubs.SerializationManagerImpl - END StubSerializationManager SHUTDOWN 
2018-06-28 12:36:31,955 [ 128154]   INFO - il.indexing.FileBasedIndexImpl - START INDEX SHUTDOWN 
2018-06-28 12:36:32,145 [ 128344]   INFO - il.indexing.FileBasedIndexImpl - END INDEX SHUTDOWN 
2018-06-28 12:36:32,151 [ 128350]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2018-06-28 12:36:32,169 [ 128368]   INFO - Types.impl.FileTypeManagerImpl - FileTypeManager: 3 auto-detected files
Elapsed time on auto-detect: 44 ms 
2018-06-28 12:36:32,205 [ 128404]   INFO - pl.local.NativeFileWatcherImpl - Watcher terminated with exit code 0 
2018-06-28 12:36:32,208 [ 128407]   INFO - newvfs.persistent.PersistentFS - VFS dispose started 
2018-06-28 12:36:32,239 [ 128438]   INFO - newvfs.persistent.PersistentFS - VFS dispose completed 
2018-06-28 12:36:32,242 [ 128441]   INFO - plication.impl.ApplicationImpl - Write action Statistics:
Event number:     67
Total time spent: 2243ms
Average duration: 33ms
Median  duration: 15ms
Max  duration:    517ms (it was 'write action (class com.intellij.ide.fileTemplates.FileTemplateUtil$$Lambda$1390/1753263412)') 
2018-06-28 12:36:32,244 [ 128443]   INFO - plication.impl.ApplicationImpl - AnAction.update() Statistics:
Event number:     6555
Total time spent: 1392ms
Average duration: 0ms
Median  duration: 0ms
Max  duration:    509ms (it was 'Run context configuration action update (class com.intellij.execution.actions.RunContextAction)') 
2018-06-28 12:36:32,245 [ 128444]   INFO - plication.impl.ApplicationImpl - Global instance threads created counter = 9; ProcessIOExecutorService threads: 3 
2018-06-28 12:36:32,251 [ 128450]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE SHUTDOWN ------------------------------------------------------ 
2018-06-28 12:36:32,253 [ 128452]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2018-06-28 12:38:52,520 [      0]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE STARTED ------------------------------------------------------ 
2018-06-28 12:38:52,712 [    192]   INFO -        #com.intellij.idea.Main - IDE: IntelliJ IDEA (build #IC-181.5087.20, 17 May 2018 00:52) 
2018-06-28 12:38:52,712 [    192]   INFO -        #com.intellij.idea.Main - OS: Windows 7 (6.1, amd64) 
2018-06-28 12:38:52,712 [    192]   INFO -        #com.intellij.idea.Main - JRE: 1.8.0_152-release-1136-b39 (JetBrains s.r.o) 
2018-06-28 12:38:52,713 [    193]   INFO -        #com.intellij.idea.Main - JVM: 25.152-b39 (OpenJDK 64-Bit Server VM) 
2018-06-28 12:38:52,718 [    198]   INFO -        #com.intellij.idea.Main - JVM Args: -Didea.classpath.index.enabled=false -Didea.config.path=C:\Users\etenphi\DoxonProject\intellijIdea\application\TestDoxon\build\idea-sandbox\config -Didea.is.internal=true -Didea.platform.prefix=Idea -Didea.plugins.path=C:\Users\etenphi\DoxonProject\intellijIdea\application\TestDoxon\build\idea-sandbox\plugins -Didea.required.plugins.id=testdoxon.TestDoxon -Didea.system.path=C:\Users\etenphi\DoxonProject\intellijIdea\application\TestDoxon\build\idea-sandbox\system -XX:MaxPermSize=250m -Xms256m -Xmx512m -Dfile.encoding=windows-1252 -Duser.country=US -Duser.language=en -Duser.variant -ea 
2018-06-28 12:38:52,719 [    199]   INFO -        #com.intellij.idea.Main - ext: C:\Users\etenphi\.gradle\caches\modules-2\files-2.1\com.jetbrains\jbre\jbrex8u152b1136.39_windows_x64\jre\lib\ext: [access-bridge-64.jar, cldrdata.jar, dnsns.jar, jaccess.jar, jfxrt.jar, localedata.jar, meta-index, nashorn.jar, sunec.jar, sunjce_provider.jar, sunmscapi.jar, sunpkcs11.jar, zipfs.jar] 
2018-06-28 12:38:52,719 [    199]   INFO -        #com.intellij.idea.Main - JNU charset: Cp1252 
2018-06-28 12:38:52,780 [    260]   INFO -        #com.intellij.idea.Main - JNA library (64-bit) loaded in 60 ms 
2018-06-28 12:38:52,786 [    266]   INFO - penapi.util.io.win32.IdeaWin32 - Native filesystem for Windows is operational 
2018-06-28 12:38:52,885 [    365]   INFO -     #com.intellij.util.ui.JBUI - User scale factor: 1.0 
2018-06-28 12:38:52,885 [    365]   INFO -     #com.intellij.util.ui.JBUI - System scale factor: 1.0 (IDE-managed HiDPI) 
2018-06-28 12:38:54,565 [   2045]   INFO - .intellij.idea.IdeaApplication - CPU cores: 4; ForkJoinPool.commonPool: java.util.concurrent.ForkJoinPool@2794f1ba[Running, parallelism = 3, size = 0, active = 0, running = 0, steals = 0, tasks = 0, submissions = 0]; factory: com.intellij.concurrency.IdeaForkJoinWorkerThreadFactory@213f8da5 
2018-06-28 12:38:55,538 [   3018]   INFO - llij.ide.plugins.PluginManager - Cannot find optional descriptor duplicates-groovy.xml 
2018-06-28 12:38:56,472 [   3952]   INFO - llij.ide.plugins.PluginManager - 35 plugins initialized in 1477 ms 
2018-06-28 12:38:56,512 [   3992]   INFO - llij.ide.plugins.PluginManager - Loaded bundled plugins: Android Support (10.3.0), Ant Support (1.0), Bytecode Viewer (0.1), CVS Integration (11), Copyright (8.1), Coverage (181.5087.20), Eclipse Integration (3.0), EditorConfig (181.5087.20), Git Integration (8.1), GitHub (181.5087.20), Gradle (181.5087.20), Groovy (9.0), I18n for Java (181.5087.20), IDEA CORE (181.5087.20), IntelliLang (8.0), JUnit (1.0), Java Bytecode Decompiler (181.5087.20), Java Stream Debugger (181.5087.20), JavaFX (1.0), Kotlin (1.2.31-release-IJ2018.1-1), Maven Integration (181.5087.20), Mercurial Integration (10.0), Plugin DevKit (1.0), Properties Support (181.5087.20), Settings Repository (181.5087.20), Smali Support (1.0), Subversion Integration (1.1), Task Management (1.0), Terminal (0.1), TestNG-J (8.0), UI Designer (181.5087.20), XPathView + XSLT Support (4), XSLT-Debugger (1.4), YAML (181.5087.20) 
2018-06-28 12:38:56,512 [   3992]   INFO - llij.ide.plugins.PluginManager - Loaded custom plugins: TestDoxon (1.0-SNAPSHOT) 
2018-06-28 12:39:00,248 [   7728]   INFO - ellij.util.io.PagedFileStorage - lower=100; upper=435; buffer=10; max=435 
2018-06-28 12:39:00,327 [   7807]   INFO - pl.local.NativeFileWatcherImpl - Starting file watcher: C:\Users\etenphi\.gradle\caches\modules-2\files-2.1\com.jetbrains.intellij.idea\ideaIC\2018.1.4\e71547aca57b407944ded1c37c0b5f0168870619\ideaIC-2018.1.4\bin\win\fsnotifier64.exe 
2018-06-28 12:39:00,357 [   7837]   INFO - pl.local.NativeFileWatcherImpl - Native file watcher is operational. 
2018-06-28 12:39:00,691 [   8171]   INFO - pi.util.registry.RegistryState - Registry values changed by user: 
2018-06-28 12:39:00,692 [   8172]   INFO - pi.util.registry.RegistryState -   java.completion.argument.hints.internal = false 
2018-06-28 12:39:01,385 [   8865]   WARN - nSystem.impl.ActionManagerImpl - keymap "Xcode" not found [Plugin: Git4Idea] 
2018-06-28 12:39:01,430 [   8910]   WARN - nSystem.impl.ActionManagerImpl - keymap "Xcode" not found [Plugin: hg4idea] 
2018-06-28 12:39:01,710 [   9190]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.OptionsTopHitProvider$Activity@7e868c16 
2018-06-28 12:39:01,897 [   9377]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2018-06-28 12:39:01,960 [   9440]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63343 
2018-06-28 12:39:02,025 [   9505]   INFO - gs.impl.UpdateCheckerComponent - channel: release 
2018-06-28 12:39:02,446 [   9926]   INFO - il.indexing.FileBasedIndexImpl - Index exts enumerated:335, number of extensions:44 
2018-06-28 12:39:02,453 [   9933]   INFO - il.indexing.FileBasedIndexImpl - Index scheduled:6 
2018-06-28 12:39:02,496 [   9976]   INFO - tellij.psi.stubs.StubIndexImpl - All stub exts enumerated:33, number of extensions:49 
2018-06-28 12:39:02,498 [   9978]   INFO - tellij.psi.stubs.StubIndexImpl - stub exts update scheduled:1 
2018-06-28 12:39:02,885 [  10365]   INFO - plication.impl.ApplicationImpl - 89 application components initialized in 7897ms 
2018-06-28 12:39:02,927 [  10407]   INFO - .intellij.idea.IdeaApplication - App initialization took 11781 ms 
2018-06-28 12:39:02,936 [  10416]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 333 classes 
2018-06-28 12:39:02,936 [  10416]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 174 classes 
2018-06-28 12:39:02,936 [  10416]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 129 classes 
2018-06-28 12:39:02,936 [  10416]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 52 classes 
2018-06-28 12:39:02,936 [  10416]   INFO - llij.ide.plugins.PluginManager - CVS loaded 40 classes 
2018-06-28 12:39:02,936 [  10416]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 31 classes 
2018-06-28 12:39:02,936 [  10416]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 18 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 15 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 15 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 14 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 13 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 13 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 12 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 11 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 10 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 9 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 7 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 6 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 4 classes 
2018-06-28 12:39:02,937 [  10417]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 3 classes 
2018-06-28 12:39:02,938 [  10418]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 2 classes 
2018-06-28 12:39:02,938 [  10418]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 1 classes 
2018-06-28 12:39:02,938 [  10418]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 1 classes 
2018-06-28 12:39:04,704 [  12184]   INFO - pl$FileIndexDataInitialization - Initialization done:2250 
2018-06-28 12:39:05,156 [  12636]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2018-06-28 12:39:05,177 [  12657]   INFO - exImpl$StubIndexInitialization - Initialization done:471 
2018-06-28 12:39:05,465 [  12945]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.openapi.actionSystem.impl.ActionPreloader@4763a093 
2018-06-28 12:39:08,570 [  16050]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.search.SearchableOptionPreloader@382f6a4 
2018-06-28 12:39:08,641 [  16121]   INFO - ellij.project.impl.ProjectImpl - 154 project components initialized in 4617 ms 
2018-06-28 12:39:08,952 [  16432]   INFO - le.impl.ModuleManagerComponent - 1 module(s) loaded in 309 ms 
2018-06-28 12:39:09,068 [  16548]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.codeInsight.completion.CompletionPreloader@6a6748fe 
2018-06-28 12:39:09,081 [  16561]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.actions.GotoClassPresentationUpdater@5c9bd7da 
2018-06-28 12:39:09,221 [  16701]   INFO - j.ide.script.IdeStartupScripts - 0 startup script(s) found 
2018-06-28 12:39:10,045 [  17525]   INFO - CompilerBackwardReferenceIndex - backward reference index version differ due to: class java.io.FileNotFoundException 
2018-06-28 12:39:10,252 [  17732]   INFO - ntellij.internal.IconsLoadTime - IMG load time: ide_startup=62.78ms, average=0.98ms, median=0.90ms; number of icons: 64 
2018-06-28 12:39:10,368 [  17848]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.intellij.util.indexing.UnindexedFilesUpdater@51735b04 
2018-06-28 12:39:10,406 [  17886]   INFO - .diagnostic.PerformanceWatcher - Pushing properties took 36ms; general responsiveness: ok; EDT responsiveness: ok 
2018-06-28 12:39:10,772 [  18252]   INFO - rojectCodeStyleSettingsManager - Initialized from default code style settings. 
2018-06-28 12:39:11,042 [  18522]   INFO - .diagnostic.PerformanceWatcher - Indexable file iteration took 633ms; general responsiveness: ok; EDT responsiveness: ok 
2018-06-28 12:39:11,042 [  18522]   INFO - indexing.UnindexedFilesUpdater - Unindexed files update started: 2 files to update 
2018-06-28 12:39:11,518 [  18998]   INFO - tartup.impl.StartupManagerImpl - OpenFilesActivity run in 1256ms under project opening modal progress 
2018-06-28 12:39:11,649 [  19129]   INFO - ge.ExternalProjectsDataStorage - Loaded external projects data in 10 millis 
2018-06-28 12:39:11,708 [  19188]   INFO - .diagnostic.PerformanceWatcher - Post-startup activities under progress took 1517ms; general responsiveness: ok; EDT responsiveness: 0/1 sluggish, 1/1 very slow 
2018-06-28 12:39:11,738 [  19218]   INFO - .diagnostic.PerformanceWatcher - Unindexed files update took 696ms; general responsiveness: ok; EDT responsiveness: 0/1 sluggish, 1/1 very slow 
2018-06-28 12:39:11,954 [  19434]   INFO - ntellij.internal.IconsLoadTime - IMG load time: total=113.24ms, average=1.13ms, median=1.80ms; number of icons: 100 
2018-06-28 12:39:11,956 [  19436]   WARN - openapi.wm.impl.ToolWindowImpl - ToolWindow icons should be 13x13. Please fix ToolWindow (ID:  TestDoxon) or icon jar:file:/C:/Users/etenphi/DoxonProject/intellijIdea/application/TestDoxon/build/idea-sandbox/plugins/TestDoxon/lib/TestDoxon-1.0-SNAPSHOT.jar!/icons/testDox16px.png 
